,Марка,Модель,Год,Город,Пробег(км),Объем двигателя (см³),Мощность двигателя (л.с.),Цилиндров,Коробка,Привод,Цвет,Цена(руб),Форма двигателя
7662,Honda,Honda VFR 800,2006,Саратов,30000,800,109.0,4.0,МКПП-6,цепь,серебристый,555000,v-образное
7663,Honda,Honda CBR 1100 XX Blackbird,2001,Магнитогорск,124000,1100,152.0,4.0,МКПП-6,цепь,оранжевый,390000,рядное
7664,Honda,Honda VF 750,1988,Мытищи,69000,750,88.0,4.0,МКПП-6,кардан,красный,850000,v-образное
7665,Honda,Honda CBR 1000 RR/RA Fireblade,2008,Курганинск,41000,999,171.0,4.0,МКПП-6,цепь,белый,699852,рядное
7666,Honda,Honda CB 650R,1992,Кострома,100000,599,101.0,4.0,МКПП-6,цепь,чёрный,300000,рядное
7667,Honda,Honda VT 1300CR Stateline,2010,Шатура,16500,1300,58.0,2.0,МКПП-5,кардан,красный,820000,v-образное
7668,Honda,Honda CBR 600RR,2009,Софрино,69690,600,125.0,4.0,МКПП-6,цепь,чёрный,600000,рядное
7669,Honda,Honda CBF 1000,2008,Ставрополь,64000,1000,98.0,4.0,МКПП-6,цепь,серебристый,510000,рядное
7670,Honda,Honda CB 400 Super Four,1997,Сочи,99999,400,53.0,4.0,МКПП-5,ремень,белый,275500,рядное
7671,Honda,Honda CB 600F (Hornet),2008,Москва,35000,600,102.0,4.0,МКПП-6,цепь,чёрный,600000,рядное
7672,Honda,Honda NC 700X,2013,Таганрог,73000,669,48.0,2.0,МКПП-6,цепь,серый,590000,рядное
7673,Honda,Honda CBR 600F,1999,Санкт-Петербург,43500,600,99.0,4.0,МКПП-6,цепь,жёлтый,320000,рядное
7674,Honda,Honda CB 400 Super Four,2004,Москва,56000,400,53.0,4.0,МКПП-6,цепь,чёрный,365000,рядное
7675,Honda,Honda CB 1100,2012,Москва,48600,1140,90.0,4.0,МКПП-5,цепь,белый,780000,рядное
7676,Honda,Honda CB 900F (Hornet),2001,Москва,67000,919,110.0,4.0,МКПП-6,цепь,серебристый,510000,рядное
7677,Honda,Honda GL 1800,2002,Москва,134300,1800,116.0,6.0,МКПП-5,кардан,красный,699000,оппозитное
7678,Honda,Honda CBR 600RR,2018,Благовещенск,12100,600,120.0,4.0,МКПП-6,цепь,чёрный,900000,рядное
7679,Honda,Honda CBR 600RR,2015,Москва,33000,600,120.0,4.0,МКПП-6,цепь,оранжевый,1000000,рядное
7680,Honda,Honda GL 1800,2010,Москва,95000,1800,118.0,6.0,МКПП-5,кардан,чёрный,1500000,оппозитное
7681,Honda,Honda RVF 400,1991,Дмитров,34668,399,59.0,4.0,МКПП-6,цепь,белый,200000,v-образное
7682,Honda,Honda CBR 600RR,2007,Москва,30000,599,120.0,4.0,МКПП-6,цепь,синий,570000,рядное
7683,Honda,Honda VRX 400,1995,Екатеринбург,16500,398,33.0,2.0,МКПП-5,цепь,чёрный,380000,v-образное
7684,Honda,Honda CBR 1000 RR/RA Fireblade,2009,Москва,25261,999,118.0,4.0,МКПП-6,цепь,белый,850000,рядное
7685,Honda,Honda CRF 250X,2007,Москва,130,250,30.0,1.0,МКПП-5,цепь,красный,385000,рядное
7686,Honda,Honda CBR 600RR,2007,Екатеринбург,6000,600,132.0,4.0,МКПП-6,цепь,чёрный,250000,рядное
7687,Honda,Honda ST 1100,1993,Владимир,51100,1100,101.0,4.0,МКПП-5,кардан,красный,260000,v-образное
7688,Honda,Honda Africa Twin CRF 1000L/1100L,2021,Нижний Новгород,8450,1100,102.0,2.0,МКПП-6,цепь,красный,1900000,рядное
7689,Honda,Honda CBR 600RR,2003,Лыткарино,70000,600,120.0,4.0,МКПП-6,цепь,белый,550000,рядное
7690,Honda,Honda Magna,1994,Москва,70000,748,75.0,4.0,МКПП-5,цепь,жёлтый,370000,v-образное
7691,Honda,Honda CB 400 Super Four,2008,Лопатино,60000,400,53.0,4.0,МКПП-6,цепь,чёрный,500000,рядное
7692,Honda,Honda Steed 400,1994,Москва,10000,400,31.0,2.0,МКПП-5,цепь,зелёный,290000,v-образное
7693,Honda,Honda GL 1800,2008,Обнинск,32000,1800,118.0,6.0,МКПП-5,кардан,серый,1400000,оппозитное
7694,Honda,Honda CBR 600F,1994,Перегрёбное,53600,600,100.0,4.0,МКПП-6,цепь,пурпурный,300000,рядное
7695,Honda,Honda ST 1300,2006,Нижневартовск,60000,1300,126.0,4.0,МКПП-5,кардан,чёрный,670000,рядное
7696,Honda,Honda CB 900F (Hornet),2005,Москва,55712,919,110.0,4.0,МКПП-6,цепь,красный,490000,рядное
7697,Honda,Honda VT 750,2010,Москва,68000,750,42.0,2.0,МКПП-5,цепь,серый,700000,v-образное
7698,Honda,Honda X11,2000,Москва,52500,1100,136.0,4.0,МКПП-5,цепь,красный,425000,рядное
7699,Honda,Honda GL 1500,1996,Ирбит,147000,1500,100.0,6.0,МКПП-5,кардан,синий,950000,оппозитное
7700,Honda,Honda CBR 600RR,2008,Москва,27000,599,118.0,4.0,МКПП-6,цепь,серебристый,700000,рядное
7701,Honda,Honda VTX 1800,2006,Нижневартовск,49000,1795,107.0,2.0,МКПП-5,кардан,чёрный,750000,v-образное
7702,Honda,Honda CBR 600F,1997,Серпухов,46000,600,100.0,4.0,МКПП-6,цепь,красный,395000,рядное
7703,Honda,Honda GL 1800,2012,Москва,20000,1800,125.0,6.0,МКПП-5,кардан,коричневый,2700000,оппозитное
7704,Honda,Honda NX,1999,Муром,25000,650,44.0,1.0,МКПП-5,цепь,красный,280000,рядное
7705,Honda,Honda CBR 1000 RR/RA Fireblade,2008,Курганинск,41000,1000,200.0,4.0,МКПП-6,цепь,оранжевый,750000,рядное
7706,Honda,Honda CB 650F,2014,Санкт-Петербург,5425,650,87.0,4.0,МКПП-6,цепь,чёрный,750000,рядное
7707,Honda,Honda VTX 1800,2002,Санкт-Петербург,35039,1800,106.0,2.0,МКПП-5,кардан,зелёный,700000,v-образное
7708,Honda,Honda XLR,1995,Москва,18000,250,28.0,1.0,МКПП-6,цепь,белый,199000,рядное
7709,Honda,Honda CB 400 Super Four,2011,Иваново,29000,400,53.0,4.0,МКПП-6,цепь,белый,600000,рядное
7710,Honda,Honda Magna,1994,Санкт-Петербург,50000,750,87.0,4.0,МКПП-5,цепь,жёлтый,475000,v-образное
7711,Honda,Honda VT 1300CS Sabre,2010,Ярославль,7500,1300,74.0,2.0,МКПП-5,кардан,пурпурный,950000,v-образное
7712,Honda,Honda VFR 800,2003,Архангельск,40000,800,106.0,4.0,МКПП-6,цепь,красный,420000,v-образное
7713,Honda,Honda CBR 600F,2001,Пенза,50000,60,110.0,4.0,МКПП-6,цепь,белый,410000,рядное
7714,Honda,Honda GL 1800,2010,Мытищи,57097,1800,118.0,6.0,МКПП-5,кардан,белый,1450000,оппозитное
7715,Honda,Honda XRV 750 Africa Twin,2000,Липецк,63500,750,57.0,2.0,МКПП-5,цепь,чёрный,470000,v-образное
7716,Honda,Honda Steed 400,1993,Москва,28000,400,30.0,2.0,МКПП-4,цепь,чёрный,280000,v-образное
7717,Honda,Honda ST 1100,2000,Чебоксары,99300,1084,98.0,4.0,МКПП-5,кардан,синий,400000,v-образное
7718,Honda,Honda Bros,1989,Ростов-на-Дону,30000,400,37.0,2.0,МКПП-5,цепь,синий,205000,v-образное
7719,Honda,Honda CBR 650R,2018,Казань,33656,649,95.0,4.0,МКПП-6,цепь,чёрный,930000,рядное
7720,Honda,Honda VT 1300CT Interstate,2012,Москва,35500,1300,74.0,2.0,МКПП-5,кардан,чёрный,770000,v-образное
7721,Honda,Honda CBR 1100 XX Blackbird,2001,Москва,70000,1100,165.0,4.0,МКПП-6,цепь,чёрный,450000,рядное
7722,Honda,Honda VT 1100,2002,Курган,12148,1100,67.0,2.0,МКПП-5,кардан,синий,580000,v-образное
7723,Honda,Honda Shadow 400,1997,Нижний Новгород,55000,399,35.0,2.0,МКПП-5,цепь,белый,285000,v-образное
7724,Honda,Honda Valkyrie 1500,1998,Орск,52830,1500,100.0,6.0,МКПП-5,кардан,синий,700000,оппозитное
7725,Honda,Honda GL 1800,2018,Истра,19500,1800,118.0,6.0,МКПП-5,кардан,чёрный,2790000,оппозитное
7726,Honda,Honda CBR 400R,2013,Севастополь,25500,399,46.0,2.0,МКПП-6,цепь,чёрный,450000,рядное
7727,Honda,Honda CB 400 Super Four,1995,Москва,53000,400,53.0,4.0,МКПП-6,цепь,синий,295000,рядное
7728,Honda,Honda ST 1100,1994,Москва,67000,1100,72.0,4.0,МКПП-5,кардан,пурпурный,360000,v-образное
7729,Honda,Honda CBR 1000 RR/RA Fireblade,2006,Муром,58000,1000,170.0,4.0,МКПП-6,цепь,оранжевый,610000,рядное
7730,Honda,Honda CBR 250R,2013,Санкт-Петербург,5535,249,26.0,1.0,МКПП-5,цепь,чёрный,450000,рядное
7731,Honda,Honda Transalp 600,1998,Москва,116000,600,50.0,2.0,МКПП-5,цепь,чёрный,350000,v-образное
7732,Honda,Honda NC 700S,2012,Санкт-Петербург,60000,700,52.0,2.0,МКПП-6,цепь,чёрный,470000,рядное
7733,Honda,Honda CBR 1000 RR/RA Fireblade,2011,Ростов-на-Дону,45000,1000,178.0,4.0,МКПП-6,цепь,белый,750000,рядное
7734,Honda,Honda VRX 400,1996,Санкт-Петербург,61000,400,33.0,2.0,МКПП-5,цепь,синий,400000,v-образное
7735,Honda,Honda X11,2002,Москва,44500,1100,136.0,4.0,МКПП-5,цепь,синий,450000,рядное
7736,Honda,Honda Africa Twin CRF 1000L/1100L,2016,Абакан,19000,1000,97.0,2.0,АКПП,цепь,красный,1250000,рядное
7737,Honda,Honda CBR 600F,2000,Пенза,57000,600,57.0,4.0,МКПП-6,цепь,жёлтый,445000,рядное
7738,Honda,Honda CBR 600F,2001,Москва,48000,600,110.0,4.0,МКПП-6,цепь,оранжевый,550000,рядное
7739,Honda,Honda VTX 1800,2006,Курск,17500,1800,107.0,2.0,МКПП-5,кардан,чёрный,800000,v-образное
7740,Honda,Honda ST 1100,1997,Ликино-Дулево,145000,1100,100.0,4.0,МКПП-5,кардан,чёрный,500000,v-образное
7741,Honda,Honda X4,2002,Москва,35000,1300,100.0,4.0,МКПП-5,ремень,чёрный,600000,рядное
7742,Honda,Honda CBR 1000 RR/RA Fireblade,2013,Ногинск,24000,1000,178.0,4.0,МКПП-6,цепь,оранжевый,1300000,рядное
7743,Honda,Honda CBR 600F,2002,Фролово,45000,599,110.0,4.0,МКПП-6,цепь,красный,410000,рядное
7744,Honda,Honda NC 700X,2013,Нижний Новгород,10681,700,50.0,2.0,АКПП,цепь,серебристый,690000,рядное
7745,Honda,Honda NC 700S,2012,Долгопрудный,35000,700,52.0,2.0,МКПП-6,цепь,серый,460000,рядное
7746,Honda,Honda VRX 400,1996,Санкт-Петербург,80000,400,33.0,2.0,МКПП-5,цепь,чёрный,260000,v-образное
7747,Honda,Honda Valkyrie 1800,2004,Москва,4000,1800,118.0,6.0,МКПП-5,кардан,чёрный,3000000,оппозитное
7748,Honda,Honda XL1000V Varadero,2000,Урюпинск,72000,1000,94.0,2.0,МКПП-6,цепь,серебристый,350000,v-образное
7749,Honda,Honda NT650V Deauville,2002,Москва,23526,650,55.0,2.0,МКПП-5,кардан,серебристый,415000,v-образное
7750,Honda,Honda XR 250,2003,Москва,1000,250,29.0,1.0,МКПП-6,цепь,чёрный,310000,рядное
7751,Honda,Honda VTX 1800,2007,Москва,50000,1800,106.0,2.0,МКПП-5,кардан,чёрный,800000,v-образное
7752,Honda,Honda CBR 400R,2015,Москва,51000,400,46.0,2.0,МКПП-6,цепь,красный,450000,рядное
7753,Honda,Honda VTX 1800,2002,Нижний Новгород,76000,1800,98.0,2.0,МКПП-5,кардан,коричневый,700000,v-образное
7754,Honda,Honda NC 750S,2016,Севастополь,22500,750,56.0,2.0,МКПП-6,цепь,чёрный,680000,рядное
7755,Honda,Honda CB 900F (Hornet),2002,Развилка,72350,919,110.0,4.0,МКПП-6,цепь,серый,457000,рядное
7756,Honda,Honda VFR 1200,2010,Москва,36000,1200,180.0,4.0,МКПП-6,кардан,красный,780000,v-образное
7757,Honda,Honda Shadow 750,2009,Смоленск,16000,750,45.0,2.0,МКПП-5,кардан,чёрный,655000,v-образное
7758,Honda,Honda CBR 600F,2011,Москва,33500,600,110.0,4.0,МКПП-6,цепь,чёрный,610000,рядное
7759,Honda,Honda CBR 929RR Fireblade,2000,Санкт-Петербург,35000,929,152.0,4.0,МКПП-6,цепь,жёлтый,500000,рядное
7760,Honda,Honda Valkyrie 1800,2014,Москва,4000,1800,118.0,6.0,МКПП-5,кардан,чёрный,1450000,оппозитное
7761,Honda,Honda VFR 1200 X Crosstourer,2012,Севастополь,37000,1200,130.0,4.0,Робот,кардан,белый,1350000,v-образное
7762,Honda,Honda CBR 1000 RR/RA Fireblade,2006,Нововоронеж,31200,998,178.0,4.0,МКПП-6,цепь,красный,650000,рядное
7763,Honda,Honda CBR 600F,1997,Венёв,26000,600,98.0,4.0,МКПП-6,цепь,жёлтый,439000,рядное
7764,Honda,Honda CB 900F (Hornet),2002,Иркутск,55803,919,105.0,4.0,МКПП-6,цепь,чёрный,390000,рядное
7765,Honda,Honda CB 1000,1994,Егорьевск,53000,998,93.0,4.0,МКПП-5,цепь,красный,310000,рядное
7766,Honda,Honda NC 700X,2012,Шатура,67000,700,50.0,2.0,МКПП-6,цепь,белый,570000,рядное
7767,Honda,Honda CL 400,1999,Москва,22600,399,29.0,1.0,МКПП-5,цепь,чёрный,550000,v-образное
7768,Honda,Honda VTX 1300,2005,Москва,80000,1300,75.0,2.0,МКПП-4,кардан,серый,610000,v-образное
7769,Honda,Honda Steed 400,2019,Москва,10000,400,42.0,2.0,МКПП-5,цепь,чёрный,180383,v-образное
7770,Honda,Honda VFR 1200,2010,Апатиты,27000,1237,173.0,4.0,Робот,кардан,белый,900000,v-образное
7771,Honda,Honda NT650V Deauville,2002,Курск,74929,600,56.0,2.0,МКПП-6,кардан,серебристый,379000,v-образное
7772,Honda,Honda Africa Twin CRF 1000L/1100L,2020,Москва,22000,1084,102.0,2.0,АКПП,цепь,чёрный,1700000,рядное
7773,Honda,Honda CBR 600RR,2013,Москва,26500,600,120.0,4.0,МКПП-6,цепь,белый,710000,рядное
7774,Honda,Honda DN-01,2011,Москва,11550,680,61.0,2.0,АКПП,кардан,белый,700000,v-образное
7775,Honda,Honda CBR 250R,2013,Балашиха,20000,249,27.0,1.0,МКПП-6,цепь,чёрный,350000,рядное
7776,Honda,Honda XL700V Transalp,2008,Москва,65000,680,60.0,2.0,МКПП-5,цепь,чёрный,530000,v-образное
7777,Honda,Honda GL 1800,2013,Краснодар,25000,1800,125.0,6.0,МКПП-5,кардан,чёрный,1550000,оппозитное
7778,Honda,Honda CBR 600RR,2009,Санкт-Петербург,15100,600,120.0,4.0,МКПП-5,цепь,чёрный,850000,рядное
7779,Honda,Honda CB 750,1999,Шушенское,51800,750,75.0,4.0,МКПП-5,цепь,серый,300000,рядное
7780,Honda,Honda CB 600F (Hornet),2010,Рязань,20000,600,104.0,4.0,МКПП-5,цепь,золотистый,500000,рядное
7781,Honda,Honda CB 400 Super Four,2006,Башмаково,38000,400,53.0,4.0,МКПП-6,цепь,белый,410000,рядное
7782,Honda,Honda CBR 1000 RR/RA Fireblade,2021,Москва,5000,1000,218.0,4.0,МКПП-6,цепь,красный,1950000,рядное
7783,Honda,Honda VT 750,2014,Москва,43000,750,46.0,2.0,МКПП-5,кардан,чёрный,650000,v-образное
7784,Honda,Honda CB 1300,2004,Тайшет,48000,1300,100.0,4.0,МКПП-5,цепь,белый,550000,рядное
7785,Honda,Honda CBR 600F,2006,Владимир,40384,600,118.0,4.0,МКПП-6,цепь,жёлтый,450000,рядное
7786,Honda,Honda NC 700X,2013,Санкт-Петербург,20000,700,52.0,2.0,АКПП,цепь,серебристый,700000,рядное
7787,Honda,Honda NC 700S,2012,Москва,18471,700,48.0,2.0,МКПП-6,цепь,серый,750000,рядное
7788,Honda,Honda X4,1998,Минусинск,24000,1284,100.0,4.0,МКПП-5,цепь,серый,600000,рядное
7789,Honda,Honda VT 1100,2000,Москва,15000,1100,67.0,2.0,МКПП-5,кардан,чёрный,435000,рядное
7790,Honda,Honda XL1000V Varadero,2001,Дмитров,48000,1000,92.0,2.0,МКПП-5,цепь,синий,400000,v-образное
7791,Honda,Honda CB 400F,1995,Санкт-Петербург,49750,399,53.0,4.0,МКПП-6,цепь,красный,245000,рядное
7792,Honda,Honda CBR 600F,2005,Волгоград,33300,600,109.0,4.0,МКПП-6,цепь,синий,620000,рядное
7793,Honda,Honda CB 1100,2013,Сочи,30000,1100,95.0,4.0,МКПП-5,цепь,пурпурный,658000,рядное
7794,Honda,Honda Shadow 750,2007,Санкт-Петербург,36200,745,44.0,2.0,МКПП-5,кардан,синий,570000,v-образное
7795,Honda,Honda CBR 600RR,2009,Ярославль,34800,600,120.0,4.0,МКПП-6,цепь,красный,590000,рядное
7796,Honda,Honda NC 750S,2016,Екатеринбург,43086,750,55.0,2.0,МКПП-6,цепь,красный,610000,рядное
7797,Honda,Honda CBR 600F,2003,Иваново,74500,600,109.0,4.0,МКПП-6,цепь,красный,310000,рядное
7798,Honda,Honda VFR 1200 X Crosstourer,2012,Мурино,44755,1237,130.0,4.0,Робот,кардан,красный,1000000,v-образное
7799,Honda,Honda NT1100,2022,Черданцево,2216,1084,98.0,2.0,Робот,цепь,чёрный,2100000,рядное
7800,Honda,Honda VFR 800,2002,Екатеринбург,80000,800,109.0,4.0,МКПП-6,цепь,синий,600000,v-образное
7801,Honda,Honda CBR 600RR,2008,Краснодар,36253,599,120.0,4.0,МКПП-6,цепь,красный,575000,рядное
7802,Honda,Honda CBR 600F,2007,Москва,26300,600,110.0,4.0,МКПП-6,цепь,красный,540000,рядное
7803,Honda,Honda VT 750,2009,Астрахань,5000,750,45.0,2.0,МКПП-5,кардан,чёрный,600000,v-образное
7804,Honda,Honda Shadow 750,2002,Улан-Удэ,42000,750,50.0,2.0,МКПП-5,цепь,чёрный,495000,v-образное
7805,Honda,Honda Transalp 600,1999,Москва,56000,583,50.0,2.0,МКПП-5,цепь,красный,360000,v-образное
7806,Honda,Honda XR 250,2000,Тихорецк,26100,250,28.0,1.0,МКПП-6,цепь,красный,350000,рядное
7807,Honda,Honda X4,2001,Новороссийск,46000,1300,100.0,4.0,МКПП-5,цепь,белый,710000,ротор
7808,Honda,Honda CB 650F,2016,Москва,13806,650,89.0,4.0,МКПП-6,цепь,чёрный,770000,рядное
7809,Honda,Honda Shadow 400,2001,Ялта,43000,398,33.0,2.0,МКПП-5,цепь,чёрный,400000,v-образное
7810,Honda,Honda Shadow 750,2008,Голубое,9808,745,46.0,2.0,МКПП-5,кардан,серый,600000,v-образное
7811,Honda,Honda NC 750S,2015,Жуковский,7200,750,54.0,2.0,МКПП-6,цепь,красный,650000,рядное
7812,Honda,Honda CBR 1000 RR/RA Fireblade,2016,Новоживотинное,21000,1000,178.0,4.0,МКПП-6,цепь,красный,1200000,рядное
7813,Honda,Honda VTX 1800,2019,Кострома,5000,2000,150.0,2.0,МКПП-5,кардан,коричневый,1300000,v-образное
7814,Honda,Honda VT 750,2005,Железнодорожный,18300,750,43.0,2.0,МКПП-5,кардан,розовый,550000,v-образное
7815,Honda,Honda Bros,1991,Семенов,30000,399,46.0,2.0,МКПП-5,цепь,чёрный,210000,v-образное
7816,Honda,Honda CB 600F (Hornet),2004,Волгоград,39000,600,97.0,4.0,МКПП-6,цепь,белый,333333,рядное
7817,Honda,Honda CBR 600RR,2005,Петрозаводск,46352,599,117.0,4.0,МКПП-6,цепь,красный,450000,рядное
7818,Honda,Honda CB 600F (Hornet),2007,Москва,52817,600,102.0,4.0,МКПП-6,цепь,красный,599999,рядное
7819,Honda,Honda CBR 600F,1993,Москва,60000,600,100.0,4.0,МКПП-6,цепь,красный,500000,рядное
7820,Honda,Honda CB 1100,2010,Калуга,24700,1100,90.0,4.0,МКПП-5,цепь,белый,675000,рядное
7821,Honda,Honda CB 900F (Hornet),2002,Подольск,43800,919,110.0,4.0,МКПП-6,цепь,чёрный,625000,рядное
7822,Honda,Honda NC 700S,2012,Щёлково,14600,700,52.0,2.0,МКПП-6,цепь,чёрный,635000,рядное
7823,Honda,Honda CB 300R,2019,Шушары,12153,300,31.0,1.0,МКПП-6,цепь,синий,490000,рядное
7824,Honda,Honda CB 400 Super Four,2000,Казань,40000,400,53.0,4.0,МКПП-6,цепь,серый,230000,рядное
7825,Honda,Honda VFR 800,2015,Москва,19900,800,105.0,4.0,МКПП-6,цепь,белый,950000,v-образное
7826,Honda,Honda GL 1500,1991,Лермонтов,55000,1500,100.0,6.0,МКПП-5,кардан,серый,499000,оппозитное
7827,Honda,Honda PC 800,1994,Санкт-Петербург,28800,800,60.0,2.0,МКПП-5,кардан,белый,420000,v-образное
7828,Honda,Honda CBR 600F,1992,Нижний Новгород,47500,600,100.0,4.0,МКПП-6,цепь,красный,329000,рядное
7829,Honda,Honda GL 1100,1980,Москва,60000,1100,82.0,4.0,МКПП-5,кардан,чёрный,600000,оппозитное
7830,Honda,Honda VT 750,2012,Москва,5000,750,46.0,2.0,МКПП-5,кардан,чёрный,900000,v-образное
7831,Honda,Honda CBR 600F,2001,Санкт-Петербург,62000,600,110.0,4.0,МКПП-6,цепь,красный,400000,рядное
7832,Honda,Honda NC 750X,2014,Екатеринбург,20000,749,55.0,2.0,МКПП-6,цепь,серый,680000,рядное
7833,Honda,Honda NT650V Deauville,2005,Москва,63000,650,56.0,4.0,МКПП-5,кардан,чёрный,430000,v-образное
7834,Honda,Honda VTR 1000,1997,Санкт-Петербург,54000,1000,100.0,2.0,МКПП-6,цепь,жёлтый,350000,v-образное
7835,Honda,Honda Valkyrie 1800,2004,Руза,30000,1849,118.0,6.0,МКПП-5,кардан,чёрный,2250000,оппозитное
7836,Honda,Honda GL 1800,2018,Серпухов,40000,1833,126.0,6.0,МКПП-6,кардан,серый,2600000,оппозитное
7837,Honda,Honda CRF 300 Rally,2021,Москва,1200,286,27.0,1.0,МКПП-6,цепь,красный,825000,рядное
7838,Honda,Honda VTR 1000,1998,Санкт-Петербург,69278,995,106.0,2.0,МКПП-6,цепь,чёрный,350000,v-образное
7839,Honda,Honda CBR 600F,2001,Москва,78000,600,110.0,4.0,МКПП-6,цепь,красный,495000,рядное
7840,Honda,Honda VFR 1200,2010,Москва,49523,1200,111.0,4.0,Робот,кардан,чёрный,870000,v-образное
7841,Honda,Honda CBR 600F,2005,Москва,84500,600,109.0,4.0,МКПП-6,цепь,чёрный,340000,рядное
7842,Honda,Honda CBR 1100 XX Blackbird,1998,Москва,59732,1137,152.0,4.0,МКПП-6,цепь,зелёный,530000,рядное
7843,Honda,Honda CBR 1000 RR/RA Fireblade,2004,Красногорск,200000,1000,175.0,4.0,МКПП-6,цепь,чёрный,550000,рядное
7844,Honda,Honda CBF 1000,2006,Москва,78000,998,102.0,4.0,МКПП-6,цепь,чёрный,530000,рядное
7845,Honda,Honda CB 600F (Hornet),2008,Сургут,32400,600,102.0,4.0,МКПП-6,цепь,золотистый,625000,рядное
7846,Honda,Honda Shadow 400,2000,Москва,39000,400,33.0,2.0,МКПП-5,цепь,чёрный,330000,v-образное
7847,Honda,Honda VT 1100,1995,Москва,24500,1100,55.0,2.0,МКПП-5,кардан,фиолетовый,380000,v-образное
7848,Honda,Honda NC 750X,2018,Москва,13000,750,55.0,2.0,МКПП-6,цепь,серый,760000,рядное
7849,Honda,Honda CBR 1100 XX Blackbird,1998,Красноярск,63000,1100,164.0,4.0,МКПП-6,цепь,чёрный,555000,рядное
7850,Honda,Honda Africa Twin CRF 1000L/1100L,2021,Николо-Урюпино,18000,1084,102.0,2.0,Робот,цепь,чёрный,2190000,рядное
7851,Honda,Honda CBR 1000 RR/RA Fireblade,2012,Москва,1000,999,178.0,4.0,МКПП-6,цепь,белый,1750000,рядное
7852,Honda,Honda Transalp 600,1988,Омск,60000,600,55.0,2.0,МКПП-5,цепь,серебристый,275000,v-образное
7853,Honda,Honda VFR 800,2004,Москва,24000,782,80.0,4.0,МКПП-6,цепь,синий,555000,v-образное
7854,Honda,Honda CB 400 Super Four,2004,Москва,35000,400,56.0,4.0,МКПП-5,цепь,красный,365000,рядное
7855,Honda,Honda VFR 1200,2010,Москва,34656,1200,111.0,4.0,Робот,кардан,белый,799999,v-образное
7856,Honda,Honda NC 750X,2013,Москва,54000,750,55.0,2.0,МКПП-6,цепь,серый,570000,рядное
7857,Honda,Honda XR 650R,2001,Москва,12000,650,68.0,1.0,МКПП-5,цепь,красный,450000,рядное
7858,Honda,Honda VTX 1800,2003,Выкса,80000,1800,107.0,2.0,МКПП-5,кардан,красный,700000,v-образное
7859,Honda,Honda VT 1100,2005,Одинцово,43000,1100,67.0,2.0,МКПП-5,кардан,чёрный,480000,v-образное
7860,Honda,Honda VT 750,2003,Севастополь,34000,750,45.0,2.0,МКПП-5,цепь,красный,450000,v-образное
7861,Honda,Honda CB 300R,2022,Москва,4400,300,31.0,1.0,МКПП-6,цепь,красный,500000,рядное
7862,Honda,Honda CBF 1000,2011,Москва,60000,998,107.0,4.0,МКПП-6,цепь,красный,625000,рядное
7863,Honda,Honda ST 1300,2007,Раменское,78000,1300,126.0,4.0,МКПП-5,кардан,серебристый,700000,v-образное
7864,Honda,Honda VFR 800,2005,Ростов-на-Дону,60000,800,106.0,4.0,МКПП-6,цепь,серебристый,590000,v-образное
7865,Honda,Honda VT 750,2010,Красногорск,32000,750,45.0,2.0,МКПП-5,цепь,чёрный,505000,v-образное
7866,Honda,Honda CBR 600F,2002,Лобня,37000,600,110.0,4.0,МКПП-6,цепь,синий,460000,рядное
7867,Honda,Honda GL 1800,2012,Красногорск,39500,1800,118.0,6.0,МКПП-5,кардан,белый,1950000,оппозитное
7868,Honda,Honda CBR 600F,2000,Ковров,60000,80,110.0,4.0,МКПП-6,цепь,белый,315000,рядное
7869,Honda,Honda NC 750X,2022,Москва,3000,750,59.0,2.0,АКПП,цепь,белый,1745000,рядное
7870,Honda,Honda CBR 1100 XX Blackbird,1998,Москва,27818,1100,98.0,4.0,МКПП-6,цепь,серебристый,500000,рядное
7871,Honda,Honda CBR 1000 RR/RA Fireblade,2006,Санкт-Петербург,17000,1000,171.0,4.0,МКПП-6,цепь,красный,550000,рядное
7872,Honda,Honda VT 400,2011,Владимир,21000,400,34.0,2.0,МКПП-5,цепь,чёрный,365000,v-образное
7873,Honda,Honda GL 1800,2004,Фрязино,74370,1832,118.0,6.0,МКПП-5,кардан,красный,1050000,оппозитное
7874,Honda,Honda VT 750,2009,Пятигорск,26371,750,44.0,2.0,МКПП-5,кардан,чёрный,650000,v-образное
7875,Honda,Honda VTX 1800,2006,Калининград,50000,1800,109.0,2.0,МКПП-5,кардан,пурпурный,790000,v-образное
7876,Honda,Honda CBF 1000,2011,Москва,101000,1000,107.0,4.0,МКПП-6,цепь,чёрный,550000,рядное
7877,Honda,Honda Steed 600,1991,Долгое Ледово,6500,650,30.0,2.0,МКПП-4,цепь,белый,320000,v-образное
7878,Honda,Honda VFR 1000,1998,Балабаново,53000,1000,98.0,2.0,МКПП-6,цепь,синий,330000,v-образное
7879,Honda,Honda CBR 650R,2018,Москва,15100,649,95.0,4.0,МКПП-6,цепь,красный,992107,рядное
7880,Honda,Honda CBR 650R,2021,Москва,5140,650,95.0,4.0,МКПП-6,цепь,чёрный,1250000,рядное
7881,Honda,Honda ST 1300,2002,Воронеж,95000,1300,118.0,4.0,МКПП-5,кардан,серый,500000,v-образное
7882,Honda,Honda X4,1998,Москва,69500,1300,100.0,4.0,МКПП-5,цепь,чёрный,400000,рядное
7883,Honda,Honda CRF 250 Rally,2018,Благовещенск,15000,250,25.0,1.0,МКПП-5,цепь,красный,600000,рядное
