Марка,Модель,Год,Город,Пробег(км),Объем двигателя (см³),Мощность двигателя (л.с.),Цилиндров,Коробка,Привод,Цвет,Цена(руб)
Yamaha,Yamaha XVS1300,2014,Москва,35366,1300,70,2 цилиндра/v-образное,5 передач,ремень,чёрный,710000
Yamaha,Yamaha FZ1,2011,Орёл,25600,998,150,4 цилиндра/рядное,6 передач,цепь,чёрный,800000
Yamaha,Yamaha XJR1300,2007,Москва,76623,1300,98,4 цилиндра/рядное,5 передач,цепь,чёрный,554000
Yamaha,Yamaha FZS1000 Fazer,2003,Москва,32033,1000,,,,,синий,430000
Yamaha,Yamaha FZ1,2010,Пенза,39000,998,150,4 цилиндра/рядное,6 передач,цепь,красный,700000
Yamaha,Yamaha XVS400 Drag Star,1998,Санкт-Петербург,36000,400,,,4 передачи,кардан,зелёный,330000
Yamaha,Yamaha YZF-R1,2023,Москва,5,999,200,,6 передач,,чёрный,2990000
Yamaha,Yamaha MT-09 (FZ-09),2019,Москва,8970,850,115,3 цилиндра/рядное,6 передач,цепь,серый,1135000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2017,Москва,10436,850,115,3 цилиндра/рядное,6 передач,цепь,чёрный,997000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2019,Москва,18210,850,115,3 цилиндра/рядное,6 передач,цепь,чёрный,1110000
Yamaha,Yamaha YZF-R1,2005,Москва,10921,1000,175,4 цилиндра/рядное,6 передач,цепь,синий,679000
Yamaha,Yamaha XT660X,2010,Москва,15624,660,49,2 цилиндра/рядное,6 передач,цепь,чёрный,599000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2019,Москва,12887,850,115,3 цилиндра/рядное,6 передач,цепь,синий,1130000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2019,Москва,17498,850,115,3 цилиндра/рядное,6 передач,цепь,серый,1129000
Yamaha,Yamaha YZF-R7,2022,Москва,4580,689,73,2 цилиндра/рядное,6 передач,цепь,белый,1195000
Yamaha,Yamaha MT-09 (FZ-09),2014,Москва,23397,850,115,3 цилиндра/рядное,6 передач,цепь,серый,782064
Yamaha,Yamaha XVZ 1300,2001,Владивосток,8308,1300,,,,,чёрный,520000
Yamaha,Yamaha MT-09 (FZ-09),2019,Москва,24500,850,,,,,чёрный,1300000
Yamaha,Yamaha YZF-R6,2020,Москва,4766,599,118,4 цилиндра,,цепь,синий,1749000
Yamaha,Yamaha MT-09 (FZ-09),2019,Москва,8970,850,115,3 цилиндра/рядное,6 передач,цепь,серый,1135000
Yamaha,Yamaha XVZ 1300,1996,Москва,18752,1300,,,,,бежевый,500000
Yamaha,Yamaha MT-10,2020,Москва,7746,998,160,4 цилиндра/рядное,6 передач,цепь,чёрный,1980000
Yamaha,Yamaha YZF-R6,2008,Москва,34000,600,129,4 цилиндра/рядное,6 передач,цепь,серый,690000
Yamaha,Yamaha YZF-R6,2001,Чкалово,40000,600,120,4 цилиндра/рядное,6 передач,цепь,синий,470000
Yamaha,Yamaha XV 1700A Road Star,2008,Москва,15000,1670,61,2 цилиндра/v-образное,5 передач,ремень,синий,950000
Yamaha,Yamaha MT-07 (FZ-07),2015,Домодедово,24000,700,74,,6 передач,цепь,серый,710000
Yamaha,Yamaha XVS1300,2013,Анапа,5360,1300,73,2 цилиндра/v-образное,6 передач,ремень,чёрный,895000
Yamaha,Yamaha MT-07 (FZ-07),2016,Краснодар,9995,700,75,2 цилиндра/рядное,6 передач,цепь,серебристый,649000
Yamaha,Yamaha FZ8,2011,Воронеж,35007,800,106,4 цилиндра/рядное,6 передач,цепь,чёрный,651000
Yamaha,Yamaha XV 1900,2009,Москва,54808,1900,100,,5 передач,ремень,чёрный,899000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2019,Москва,3488,850,115,3 цилиндра/рядное,6 передач,цепь,синий,1149000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2017,Челябинск,29000,847,115,3 цилиндра/рядное,6 передач,цепь,серый,1000000
Yamaha,Yamaha XJ6 (FZ6R),2011,Москва,32669,600,98,,6 передач,цепь,жёлтый,539100
Yamaha,Yamaha MT-03,2018,Москва,10918,320,,,,,серый,456000
Yamaha,Yamaha YBR125,2014,Москва,12060,125,,,,,красный,170000
Yamaha,Yamaha YZF-R6,1999,Москва,30000,599,,,,,синий,360000
Yamaha,Yamaha XVS400 Drag Star,2004,Владивосток,1,399,33,2 цилиндра/v-образное,5 передач,кардан,белый,270000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2016,Санкт-Петербург,7000,850,115,3 цилиндра/рядное,6 передач,цепь,пурпурный,989000
Yamaha,Yamaha XVS950,2013,Владивосток,38572,942,54,2 цилиндра/v-образное,5 передач,ремень,красный,639000
Yamaha,Yamaha TZR50,1997,Бородино,18300,50,6,1 цилиндр/рядное,6 передач,цепь,чёрный,150000
Yamaha,Yamaha TT-R250,1996,Красноярск,30193,249,30,1 цилиндр,,,белый,315000
Yamaha,Yamaha TT-R250,1995,Бородино,18200,249,30,1 цилиндр/рядное,,цепь,белый,299000
Yamaha,Yamaha XT250 Serow,2006,Бородино,17100,249,20,1 цилиндр/рядное,5 передач,цепь,белый,319000
Yamaha,Yamaha XSR700,2017,Москва,24709,700,,,,,серый,785000
Yamaha,Yamaha XSR700,2020,Москва,14001,700,,,,,серебристый,855000
Yamaha,Yamaha SR400,2006,Бородино,21000,400,,,,,чёрный,280000
Yamaha,Yamaha XV 1900,2009,Москва,7092,1900,100,,5 передач,ремень,серый,899000
Yamaha,Yamaha YZF-R1,2002,Москва,44953,1000,150,,6 передач,цепь,серый,559000
Yamaha,Yamaha XVS950,2014,Москва,98310,950,54,,5 передач,ремень,жёлтый,629100
Yamaha,Yamaha FJR1300,2006,Пермь,50000,1300,143,4 цилиндра,5 передач,кардан,синий,690000
Yamaha,Yamaha FZ1,2009,Москва,21226,1000,,,,,белый,595000
Yamaha,Yamaha YZF-R15,2016,Бородино,8000,150,17,1 цилиндр/рядное,6 передач,цепь,красный,249000
Yamaha,Yamaha XG250 Tricker,2018,Москва,11924,250,,,,,оранжевый,488000
Yamaha,Yamaha XVS1100,1999,Владивосток,56849,1100,,,,,чёрный,390000
Yamaha,Yamaha YZF-R1,2011,Владивосток,69836,1000,,,,,чёрный,820000
Yamaha,Yamaha BT1100 Bulldog,2004,Москва,18372,1100,65,2 цилиндра/v-образное,5 передач,кардан,чёрный,498000
Yamaha,Yamaha XVS950,2014,Щёлково,4500,950,52,2 цилиндра/v-образное,6 передач,ремень,белый,800000
Yamaha,Yamaha MT-09 (FZ-09),2014,Тюмень,7500,850,115,3 цилиндра/рядное,5 передач,цепь,чёрный,870000
Yamaha,Yamaha YZF-R6,2006,Омск,42600,600,124,4 цилиндра/рядное,6 передач,цепь,красный,520000
Yamaha,Yamaha XV 1900,2008,Москва,28000,1900,100,2 цилиндра/v-образное,5 передач,,синий,1050000
Yamaha,Yamaha XJ6 (FZ6R),2011,Москва,24000,600,78,4 цилиндра/рядное,6 передач,цепь,синий,550000
Yamaha,Yamaha TT250R,1993,Екатеринбург,30000,250,30,1 цилиндр,6 передач,цепь,синий,310000
Yamaha,Yamaha FZ8,2014,Москва,11042,779,106,4 цилиндра,5 передач,цепь,белый,680000
Yamaha,Yamaha XVS400 Drag Star,1997,Санкт-Петербург,27000,400,33,2 цилиндра,5 передач,кардан,синий,190000
Yamaha,Yamaha FZ1,2006,Вологда,49000,1000,150,4 цилиндра/рядное,6 передач,цепь,чёрный,625000
Yamaha,Yamaha FJR1300,2006,Пермь,50000,1300,143,4 цилиндра,5 передач,кардан,синий,690000
Yamaha,Yamaha XV 1900,2008,Краснодар,38000,1900,100,2 цилиндра/v-образное,5 передач,ремень,чёрный,685000
Yamaha,Yamaha YBR125,2006,Иланский,25000,125,10,1 цилиндр,5 передач,цепь,пурпурный,155000
Yamaha,Yamaha WR450F,2020,Первомайское,127,449,,1 цилиндр/рядное,5 передач,цепь,синий,1400000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2017,Екатеринбург,43000,849,115,,6 передач,цепь,серый,935000
Yamaha,Yamaha FZ1,2009,Петрозаводск,12263,998,150,4 цилиндра/рядное,6 передач,цепь,красный,760000
Yamaha,Yamaha FZ8,2011,Красногорск,32027,800,106,4 цилиндра/рядное,6 передач,цепь,чёрный,650000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2015,Санкт-Петербург,24140,890,,3 цилиндра,6 передач,цепь,красный,940000
Yamaha,Yamaha XVZ 1300,1985,Петрово-Дальнее,52300,1293,97,4 цилиндра,5 передач,кардан,чёрный,400000
Yamaha,Yamaha XVS1100,2002,Кимры,32000,1099,62,2 цилиндра/v-образное,5 передач,кардан,чёрный,549000
Yamaha,Yamaha YBR125,2020,Арзамас,4500,124,10,1 цилиндр/рядное,5 передач,цепь,пурпурный,249000
Yamaha,Yamaha XJ400,1991,Барятино,30000,400,42,4 цилиндра/рядное,6 передач,цепь,чёрный,250000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2020,Красногорск,19583,850,115,,6 передач,цепь,чёрный,1190000
Yamaha,Yamaha MT-03,2008,Чита,39500,660,48,1 цилиндр/рядное,5 передач,цепь,чёрный,375000
Yamaha,Yamaha FZ6,2009,Москва,27000,600,98,1 цилиндр,6 передач,цепь,синий,520000
Yamaha,Yamaha MT-09 (FZ-09),2020,Москва,8000,850,115,3 цилиндра/рядное,6 передач,цепь,серый,1300000
Yamaha,Yamaha FZS1000 Fazer,2005,Екатеринбург,47000,1000,140,4 цилиндра/рядное,6 передач,цепь,красный,405000
Yamaha,Yamaha MT-01,2005,Санкт-Петербург,19646,1670,90,2 цилиндра/v-образное,5 передач,цепь,серебристый,500000
Yamaha,Yamaha XV950 Bolt,2014,Москва,15949,943,54,2 цилиндра/v-образное,5 передач,ремень,чёрный,670000
Yamaha,Yamaha WR250R,2010,Санкт-Петербург,7908,250,31,1 цилиндр,6 передач,цепь,синий,700000
Yamaha,Yamaha XV 1900,2008,Краснодар,39231,1900,98,2 цилиндра/v-образное,5 передач,ремень,золотистый,929000
Yamaha,Yamaha FZ8,2013,Москва,40000,799,106,4 цилиндра/рядное,6 передач,цепь,серый,670000
Yamaha,Yamaha FZX750,1991,Одоев,50000,750,88,4 цилиндра/рядное,5 передач,цепь,чёрный,300000
Yamaha,Yamaha TW200,1997,Москва,30475,200,20,1 цилиндр/рядное,5 передач,цепь,оранжевый,270000
Yamaha,Yamaha XSR900,2019,Санкт-Петербург,32000,850,115,3 цилиндра/рядное,6 передач,цепь,чёрный,900000
Yamaha,Yamaha VMAX 1200,1998,Москва,60000,1200,145,4 цилиндра/v-образное,5 передач,кардан,серебристый,599000
Yamaha,Yamaha YZF-R6,2017,Мытищи,34116,600,118,4 цилиндра/рядное,6 передач,цепь,синий,1260000
Yamaha,Yamaha XT1200Z Super Tenere,2010,Краснодар,61000,1200,112,2 цилиндра/рядное,6 передач,кардан,синий,830000
Yamaha,Yamaha XSR700,2020,Владивосток,25748,700,,2 цилиндра/рядное,6 передач,цепь,белый,825000
Yamaha,Yamaha XT1200Z Super Tenere,2015,Королёв,106000,1199,112,2 цилиндра/рядное,6 передач,кардан,серый,1189000
Yamaha,Yamaha FZS1000 Fazer,2001,Санкт-Петербург,45000,1000,143,4 цилиндра/рядное,6 передач,цепь,чёрный,320000
Yamaha,Yamaha TDM900,2006,Санкт-Петербург,99000,897,84,2 цилиндра/рядное,6 передач,цепь,чёрный,570000
Yamaha,Yamaha FZR600,2009,Москва,25000,600,98,,5 передач,цепь,белый,570000
Yamaha,Yamaha XJ6 (FZ6R),2009,Химки,82309,600,78,4 цилиндра/рядное,6 передач,цепь,красный,400000
Yamaha,Yamaha FJR1300,2006,Новокузнецк,53000,1300,143,4 цилиндра,Роботизированная,кардан,серый,720000
Yamaha,Yamaha FZ8,2010,Балашиха,40629,799,106,4 цилиндра/рядное,6 передач,цепь,чёрный,542000
Yamaha,Yamaha XV 1900,2008,Северодвинск,53000,1900,100,2 цилиндра/v-образное,5 передач,ремень,чёрный,920000
Yamaha,Yamaha XV 1900,2010,Красноярск,35000,1900,100,2 цилиндра/v-образное,5 передач,ремень,чёрный,1230000
Yamaha,Yamaha FZ16,2013,Симферополь,48290,150,14,1 цилиндр,4 передачи,цепь,чёрный,220000
Yamaha,Yamaha XVS400 Drag Star,2001,Поварово,51362,400,32,2 цилиндра/v-образное,5 передач,кардан,синий,310000
Yamaha,Yamaha XV 1700 Warrior,2001,Москва,32000,1700,86,2 цилиндра/v-образное,5 передач,ремень,синий,850000
Yamaha,Yamaha XV 1700A Road Star,2005,Санкт-Петербург,26200,1700,84,2 цилиндра/v-образное,5 передач,ремень,чёрный,600000
Yamaha,Yamaha XVS400 Drag Star,2002,Вагай,27100,400,32,2 цилиндра,,,коричневый,320000
Yamaha,Yamaha MT-09 Tracer (FJ-09),2016,Красногорск,7798,850,115,,6 передач,цепь,серый,1030000
Yamaha,Yamaha FJR1300,2013,Москва,82334,1300,147,4 цилиндра,5 передач,кардан,коричневый,830000
Yamaha,Yamaha FZ6,2006,Сергиев Посад,29000,600,98,4 цилиндра/рядное,6 передач,цепь,чёрный,750000
Yamaha,Yamaha XVZ 1300,1997,Семенов,67510,1294,75,4 цилиндра/v-образное,,кардан,чёрный,420000
Yamaha,Yamaha XJ6 (FZ6R),2013,Москва,41200,600,78,4 цилиндра/рядное,6 передач,цепь,серый,600000
Yamaha,Yamaha XSR900,2023,Воронеж,250,899,119,3 цилиндра/рядное,6 передач,цепь,чёрный,1760000
Yamaha,Yamaha XTZ750 Super Tenere,1996,Магнитогорск,94800,750,69,2 цилиндра/рядное,5 передач,цепь,красный,460000
Yamaha,Yamaha MT-09 (FZ-09),2019,Первомайский,22462,850,115,3 цилиндра/рядное,6 передач,цепь,чёрный,1050000
Yamaha,Yamaha FJR1300,2006,Николина Гора,33504,1300,143,4 цилиндра/рядное,5 передач,кардан,золотистый,1150000
Yamaha,Yamaha XVS950,2010,Москва,42000,950,56,2 цилиндра/v-образное,5 передач,ремень,бежевый,750000
Yamaha,Yamaha MT-09 (FZ-09),2017,Санкт-Петербург,12500,845,118,3 цилиндра,6 передач,цепь,серый,1100000
Yamaha,Yamaha XSR900,2018,Москва,5100,900,115,,6 передач,цепь,красный,1050000
Yamaha,Yamaha XJ900,2000,Тольятти,79000,900,90,4 цилиндра/рядное,6 передач,кардан,красный,350000
